codigo eusan;nombre cliente;nombre del producto;nombre del estante;codigo de barras
6-12-0-4706;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;BOLSA MISION TRIGO SUPER SUAVE 10 UDS 250 GRS COD 370712;;15027
6-12-0-4714;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;MISSION WRAPS REGULAR 6 UDS ESTRUCT NUEV COD 368318;;15085
6-12-0-4827;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;BOLSA CASERA 340 GRS HN ZIPLOCK VERSION 2  COD 378289;;15530
6-12-0-4869;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;MISSION WRAP 5 UDS 355 GRS NUEVA ESTRUCT COD 378715;;15600
4-1-0-4881;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;BOLSA 3 PACK SUPER SOFT 600 GRAMOS COD 378716;;15662
4-1-0-2425;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;TRIGO BURRITO GREAT VALUE 10 UDS CA/CR  CODIGO 376423;;15862
4-1-0-582;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;EMPAQUE MISSION TRIGO PEQUEÃ‘ 10 UDS 250 GRS COD 368090;;15876
4-1-0-790;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;BOLSA IMP TORTILLA DEL FOGON 30 UDS  COD 334127;;15922
4-1-0-585;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;BOLSA IMP MISSION TRIGO TACO 6 UDS  COD 370509;;16009
4-1-0-4969;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;BOLSA PACK RUMBA 1 KILO 2 UDS  COD 377623;;16029
6-12-0-5034;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;MISSION WRAP 5 UDS 356 GRS NUEVA ESTRUCT COD 378715;;16427
2-1-0-5035;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;EMPAQUE TORTIRRICAS 25 UDS TRANSP SIN IMPRESION  375374;;16428
4-1-0-2429;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;BURRITOS GREAT VALUE 5 UDS CA  CODIGO  376425;;16957
4-4-0-218;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;EMPAQUE DE TORTILLAS MC DONALDS 1X2 COD 375107;;17736
6-12-0-5457;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;BOLSA MISSION WRAPS 570 GRS 8 UDS   COD 378365;;18320
6-12-0-5458;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;MISSION WRAP 5 UDS 356 GRS NUEVA ESTRUCT COD 378715;;18321
4-1-0-1263;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;EMPAQUE MISSION WRAPS INTEGRAL 6 UDS   COD 368319;;18583
4-1-0-1284;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;EMPAQUE TRIGO INTEGRAL 250 GRS   COD 369672;;18585
4-4-0-5495;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;BOBINA  1X2  INSTITUCIONAL CACHETONA  BOPP COD 374723;;18588
6-12-0-5486;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;MISSION WRAPS REGULAR 6 UDS ESTRUCT NUEV COD 368318;;18612
4-1-0-5543;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;TORTILLA TRIGO WALA 10 UDS 200 GRS   COD 379263;;18971
2-1-0-5542;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;TORTILLA TRIGO WALA 8 UDS 370 GRS  COD 379262;;18972
4-1-0-5634;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;MISSION 6 PACK PRICE SMART HONDURAS  COD 379314;;19340
4-1-0-5712;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;TORTILLA REGULAR DE 10 UDS   COD 373345;;19642
4-4-0-5834;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;BOBINA BOPP  1 X 2 GRANJERO   COD 374725;;20149
4-1-0-5833;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;TORTILLA TRIGO WALA 10 UDS 200 GRS   COD 379263;;20153
4-1-0-5860;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;BOLSA 3 PACK MISSION WRAP COD 379571;;20372
4-1-0-5991;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;EMPAQUE REGULAR 12 UDS  ZIPLOCK   COD 373346;;20875
4-1-0-5992;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;VALUE PACK CAMPESINA 1X20   COD 375892;;20876
4-1-0-5998;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;TORTILLA REGULAR DE 10 UDS   COD 373345;;20923
4-1-0-5999;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;EMPAQUE TORTIRRICAS VALUE PACK TRADIC 1 X 30  UDS COD 375891;;20924
2-1-0-6000;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;BOLSA TORTILLA REGULAR 50 UDS  COD 346413;;20925
2-1-0-6023;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;EMPAQUE DEL FOGON 20 UDS   COD 347075;;20994
4-1-0-6019;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;EMPAQUE VALUE PACK TORTIRRICAS GRUESITAS 1 X 25  COD 375890;;20995
4-1-0-6020;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;GRUESITAS 10 UNIDADES  CODIGO 373359;;20996
4-1-0-6021;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;EMPAQUE GRUESITAS 12 UDS   COD 373360;;20998
4-1-0-6022;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;EMPAQUE FOGON 10 UDS   COD 373404;;20999
4-4-0-6042;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;BOBINA  1X2  INSTITUCIONAL CACHETONA  BOPP COD 374723;;21097
4-1-0-6072;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;BOLSA IMP TORTILLA DEL FOGON 30 UDS  COD 334127;;21254
4-1-0-6079;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;TORTILLAS LAS DELICIAS 10 UDS 165 GRS  COD 376029;;21309
4-1-0-6100;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;EMPAQUE MISSION INSTITUC 50 UDS   COD 351880;;21400
4-1-0-6101;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;EMPAQUE MISSION MAIZ 10 UDS COD  373950;;21401
4-1-0-6102;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA; BOLSA IMP TACOS MEDIANA 50 UDS   COD 346687;;21404
4-1-0-6103;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;TORTILLAS LA CALIENTE DEL BARRIO 10 UDS  COD 346267;;21405
4-1-0-6124;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;BOLSA IMP EMPAQUE MAICERAS 12 UDS  CO 374843;;21474
4-4-0-6125;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;EMPAQUE DE TORTILLAS MC DONALDS 1X2 COD 375107;;21475
4-1-0-6126;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;MAICERAS DE 10 UNIDADES   COD 347662;;21476
4-1-0-6128;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;TORTILLA P/FREIR SUPER1X25 ZIPLOCK 373339;;21478
4-1-0-6129;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;EMPAQUE TORTILLA PARA FREIR  23 CM   COD 363217;;21479
4-1-0-6130;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;BOLSA TORTILLA PARA FREIR 100 UDS  COD 346686;;21480
4-1-0-6135;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;BOLSA TORTILLAS STREET TACOS COD 379836;;21611
2-1-0-6153;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;TORTILLA TRIGO WALA 8 UDS 370 GRS  COD 379262;;21684
4-1-0-6154;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;TORTILLA TRIGO WALA 10 UDS 250 GRS   COD 379263;;21694
4-1-0-6161;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;MISSION INST 10 UDS 185 GRS   COD 351859;;21718
4-4-0-6217;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;BOBINA BOPP  1 X 2 GRANJERO   COD 374725;;21955
6-12-0-6291;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;muestra tortilla wraps con mas pestaÃ±a superior.;;22208
4-1-0-3547;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;EMPAQUE 3 PACK TRIGO MASTER COD 374858;;22237
4-1-0-6309;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;EMPAQUE TORTILLAS TACOS GRANDE PARA FREIR 30 UDS COD 346688;;22344
4-2-0-6359;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;BOBINA DE P.E BLANCO IMPRESA MIMASA 750 GRS  COD 370758;;22618
4-1-0-6449;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;TORTILLA STREET TACO 50 UDS   COD 380043 ;;23042
2-1-0-6614;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;TORTILLA TRIGO WALA 8 UDS 370 GRS  COD 379262;;23771
4-1-0-6609;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;EMPAQUE TORTIRRICAS 5 UDS   COD 380204;;23832
4-1-0-6610;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;EMPAQUE FOGON 5 UNIDADES    COD 380203;;23833
6-12-0-6681;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;BOLSA PREFORMADA DOY PACK LUISIANA 99.9% 4 KILOS COD 377768;;24145
6-12-0-6710;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;MISSION WRAPS REGULAR 6 UDS ESTRUCT NUEV COD 368318;;24311
6-27-0-6734;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;BOLSA SELLO ESPALDA RUMBA 1 KILOS COD 379771;;24410
4-1-0-6765;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;TORTILLA TRIGO WALA 10 UDS 250 GRS   COD 379263;;24497
6-12-0-6764;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;MISSION WRAP 5 UDS 356 GRS NUEVA ESTRUCT COD 378715;;24499
4-1-0-6814;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;TORTILLA TRIGO OLE 8 UDS 370 GRS  COD 380382;;24788
4-1-0-6815;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;TORTILLA TRIGO OLE 10 UDS 250 GRS COD 380380;;24789
4-1-0-6773;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;EMPAQUE MISSION WRAPS INTEGRAL 6 UDS   COD 368319;;24924
4-2-0-6901;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;IMPRESO MASECA EXTRA SUAVE 500 G COD 380519;;25004
4-1-0-7039;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;TORTILLLAS STREET TACO CHIPOTLE COD 380591;;25643
2-1-0-7224;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;MUESTRA SIN IMPRESION TORTILLA STREET TACO 25 UDS;;26435
2-1-0-7619;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;Muestra de bolsa Pack 316mm;;27707
2-1-0-7613;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;MUESTRA BOLSA PACK TRANSP 514 MM;;27710
2-1-0-7614;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;MUESTRA BOLSA PACK DE 384 mm;;27712
2-1-0-7616;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;MUESTRA BOLSA PACK DE 349 mm;;27713
4-1-0-7651;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;EMPAQUE TORTILLAS TACOS GRANDE PARA FREIR 30 UDS COD 346688;;27835
4-1-0-7652;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;BOLSA TORTILLA PARA FREIR 100 UDS  COD 346686;;27836
4-1-0-7658;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;BOLSA TORTILLA STREET TACO 25 UDS   COD 380685;;27933
4-1-0-7657;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;TORTILLAS LAS DELICIAS 50 UDS 825 GRS COD 380870;;27935
6-20-0-3755;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;BOBINA TRONADITAS FAMILIAR 160 GRS  COD 369963;;28172
6-51-0-7773;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;MUESTRA BOBINA PARA PATACONES # 1 ANCHO 362mm;;28345
6-46-0-7774;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;MUESTRA BOBINA PATACONES # 2 ANCHO 400mm;;28346
4-1-0-7834;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;BOLSA TORTILLA STREET TACO 25 UDS   COD 380685;;28450
4-1-0-7940;DERIVADOS DE MAIZ ALIMENTICIO SOCIEDAD ANONIMA;TORTILLAS STREET 25 UDS VRS 2 COD 380685;;28848
4-16-0-3641;DIPO SOCIEDAD ANONIMA;BOBINA IMPRESA CONSOME BADIA 10 G;;12691
4-16-0-4413;DIPO SOCIEDAD ANONIMA;BOBINA IMPRESA CONSOME BADIA 10 G;;13860
6-12-0-3280;DISMOVA S.A;BOBINA LAMINADA LISA 32 CM;;12002
6-6-0-2707;DISMOVA S.A;Bobina Impresa 214 mm ;;12567
6-12-0-5406;DISMOVA S.A;Bobina Laminada Condimento Impresa 214 mm;;18272
6-12-0-2359;DISMOVA S.A;Bobina Laminada lisa 32 cm;;19028
6-12-0-5815;DISMOVA S.A;Bobina Laminada Condimento Impresa 214 mm;;20078
6-14-0-2574;DISTRIBUIDORA AGRO COMERCIAL S.A;BOLSA LAMINADA METALIZADA TRES SELLOS  cod MS00662;;13856
6-12-0-4552;DISTRIBUIDORA AGRO COMERCIAL S.A;BOLSA METALIZADA 3 SELLOS COD 0663 1 KG;;14545
6-0-0-3879;DISTRIBUIDORA LUCEMA SA;BOLSA SEÃ‘OR CAFE LIGHT 50 UNIDADES;;12381
6-0-0-2629;DISTRIBUIDORA LUCEMA SA;PURE DE PAPA 100G;;12380
6-0-0-1195;DISTRIBUIDORA LUCEMA SA;BOLSA CAFÉ / SEÃ‘OR CAFÉ 50 UNIDADES;;12382
6-0-0-973;DISTRIBUIDORA LUCEMA SA;BOLSA RICHL PARA PASAS 125G;;12383
6-13-0-2348;DISTRIBUIDORA LUCEMA SA;PURÃˆ DE PAPA 226G;;13263
6-18-0-5204;DISTRIBUIDORA LUCEMA SA;BOLSA PASAS 250G;;17293
4-4-0-6794;DISTRIBUIDORA LUCEMA SA;prueba chocolate;;24566
6-27-0-6910;DISTRIBUIDORA LUCEMA SA;EMPAQUE BULK SNICKERS/ ME5900;;25018
6-27-0-6911;DISTRIBUIDORA LUCEMA SA;EMPAQUE BULK MILK WAY/ ME 5902;;25019
6-27-0-6912;DISTRIBUIDORA LUCEMA SA;EMPAQUE BULK M&M S MILK CHOCO/ ME 5904;;25020
6-27-0-6913;DISTRIBUIDORA LUCEMA SA;"EMPAQUE BULK M&amp;MS PEANUT/ ME5906";;25021
6-27-0-6914;DISTRIBUIDORA LUCEMA SA;EMPAQUE BULK STARBURST/ ME 5908;;25022
6-4-0-7133;DISTRIBUIDORA LUCEMA SA;prueba pasas;;26005
6-0-0-2991;DISTRIBUIDORA LUCEMA SA;BOLSA RICHLY PARA PASAS 250G / COD ME 5213  SIN ENYUGAR;;28752
6-16-0-2700;DISTRIBUIDORA Y GANADERIA PASO REAL E.I.R.L;CafÃ© 3B 200g;;12523
6-16-0-4539;DISTRIBUIDORA Y GANADERIA PASO REAL E.I.R.L;CafÃ© Presidente 200g;;14465
6-16-0-5944;DISTRIBUIDORA Y GANADERIA PASO REAL E.I.R.L;CafÃ© DoÃ±a Alba 200g;;20724
6-16-0-6255;DISTRIBUIDORA Y GANADERIA PASO REAL E.I.R.L;CafÃ© Don Julio 200g;;22084
2-1-0-5859;DORACES S.A ;"Bolsa Transparente 10&quot; x 16&quot; ";;20305
4-1-0-5885;DORACES S.A ;Bolsa CHICO EDDOES MALANGA 454g;;20486
4-1-0-5886;DORACES S.A ;Bolsa CHICO SANCOCHO SOUP MIX 750g;;20499
2-1-0-6542;DORACES S.A ;Bolsa Transparente 22.5 x 30cm;;23315
2-1-0-6602;DORACES S.A ;Bolsa Transparente 22.5 x 33cm;;23692
4-1-0-7122;DORACES S.A ;"Bolsa DJ Foods 10&quot; x 14&quot;";;26051
2-1-0-8076;DORACES S.A ;"Bolsa Transparente 14&quot; x 20&quot; ";;29376
6-12-0-6961;DRAMO S.R.L;BOBINA LAMINADA LISA 32 CM;;25211
6-12-0-6962;DRAMO S.R.L;Bobina Laminada Condimento Impresa 214 mm;;25212
6-12-0-7306;DRAMO S.R.L;Bobina Laminada Condimento Impresa 214 mm;;26740
2-1-0-4300;DY COSTA TEX SA;Linner Transparente de Baja Densidad 75 x 114cm 1.5mls de Espesor;;13312
2-1-0-5947;DY COSTA TEX SA; Linner Transparente de Baja Densidad 60 x 103cm 1.5mls de Espesor;;20668
2-1-0-6862;DY COSTA TEX SA;Linner Transparente de Baja Densidad 60 x 76cm x 1.5mls Por Cara;;24790
2-2-0-7009;DY COSTA TEX SA;Linner PEBD Negro 50cm x 77cm x 1.9mls Por Cara ;;25447
2-2-0-7060;DY COSTA TEX SA;Linner PEBD Negro 56cm x 90cm x 1.9mls Por Cara ;;25746
2-2-0-7514;DY COSTA TEX SA;Linner PEBD Negro 50cm x 75cm x 1.9mls Por Cara;;27364
2-2-0-7515;DY COSTA TEX SA;Linner PEBD Negro 56cm x 97cm x 1.9mls Por Cara;;27365
2-1-0-7825;DY COSTA TEX SA;Linner Transparente de Baja Densidad 60 x 104cm x 1.5mls por Cara;;28429
2-1-0-7826;DY COSTA TEX SA; Linner Transparente de Baja Densidad 54 x 86cm x 1.5mls por Cara;;28430
2-1-0-7827;DY COSTA TEX SA;Linner Transparente de Baja Densidad 52 x 84cm x 1.5mls por Cara;;28431
4-4-0-795;EAGLE ELECTRIC CENTROAMERICAN S.A ;BOBINA IMPRESA EAGLE ME-B-200;;12084
4-4-0-3596;EAGLE ELECTRIC CENTROAMERICAN S.A ;BOBINA PARA LINEA DE PLATA -   ME-BB1000-N;;12087
4-4-0-3679;EAGLE ELECTRIC CENTROAMERICAN S.A ;BOBINA PARA EMPAQUE  COD ME-BB1175AW BLANCO;;12088
4-4-0-3684;EAGLE ELECTRIC CENTROAMERICAN S.A ;BOBINA PARA EMPAQUE DEL 1175-AV   COD ME-BB-1175-AV;;12516
4-4-0-4708;EAGLE ELECTRIC CENTROAMERICAN S.A ;BOBINA BOPP MONO CAPA 40 MIC ME-BB-6010;;15041
4-4-0-4940;EAGLE ELECTRIC CENTROAMERICAN S.A ;BOBINA ME-BB-1009 A LINEA DE PLATA NEGRA ABK ;;15878
4-4-0-4941;EAGLE ELECTRIC CENTROAMERICAN S.A ;BOBINA ME BB 1000 NBK LINEA DE PLATA NEGRA.;;15879
4-4-0-5037;EAGLE ELECTRIC CENTROAMERICAN S.A ;BOBINA ME-BB-1009 A LINEA DE PLATA NEGRA ABK ;;16445
4-4-0-5038;EAGLE ELECTRIC CENTROAMERICAN S.A ;BOBINA ME BB 1000 NBK LINEA DE PLATA NEGRA.;;16446
4-4-0-5972;EAGLE ELECTRIC CENTROAMERICAN S.A ;BOBINA BOPP MONO CAPA 40 MIC ME-BB-6010;;20838
4-4-0-6369;EAGLE ELECTRIC CENTROAMERICAN S.A ;BOBINA PARA EMPAQUE DEL 1175-AV   COD ME-BB-1175-AV;;22636
4-4-0-6972;EAGLE ELECTRIC CENTROAMERICAN S.A ;BOBINA IMPRESA EAGLE ME-B-200;;25254
4-4-0-6986;EAGLE ELECTRIC CENTROAMERICAN S.A ;BOBINA IMPRESA EAGLE ME-B-200;;25338
4-4-0-7329;EAGLE ELECTRIC CENTROAMERICAN S.A ;BOBINA PARA EMPAQUE DEL 1175-AV   COD ME-BB-1175-AV;;26852
6-21-0-7531;EDUARDO AVELLAN SABALLOS; BOBINA 23CM;;27465
2-4-0-7762;EDUARDO AVELLAN SABALLOS;BOBINA DE 23cm 40 micras;;28121
6-12-0-1775;EL ANGEL S.A;FILM PARA MANGA 1KG SIN IMPRESION;;12096
4-2-0-6076;EL COLONO AGROPECUARIO S.A;BOLSA IMPRESA ABONO 5 KILOS;;21307
4-2-0-6077;EL COLONO AGROPECUARIO S.A;BOLSA IMPRESA 2 KILOS ABANO;;21308
6-32-0-6078;EL COLONO AGROPECUARIO S.A;BOLSA IMPRESA 10 KILOS ABONO;;21403
5-1-0-725;EL COMENDADOR S.A ;BOLSA BANAVACK B.D. TRANSPARENTE CON LINEA VERDE;;14684
5-1-0-944;EL COMENDADOR S.A ;BANAVAC BAJA DENSIDAD 40.5* 48.5*1.5``;;15638
5-1-0-1695;EL COMENDADOR S.A ;BANAVAC HD 38.5*49*0.8Â´Â´;;16141
5-1-0-2010;EL COMENDADOR S.A ;Banavac Baja Densidad 40.5Â¨ x 50Â¨ x 1.5 ;;21398
2-1-0-6310;EL COMENDADOR S.A ;BANAVAC BD 40.5*48.5*1.5;;22356
5-3-0-1237;EL COMENDADOR S.A ;"BANAVACK A.D. 38.5&quot; X 49&quot; X 0,80 MLS,";;22772
5-1-0-6968;EL COMENDADOR S.A ;BANAVAC BD 40.5*48.5*1.2;;25214
6-23-0-7690;EL GUARCO TOSTADORES DE CAFE SOCIEDAD ANONIMA;BOBINA CAFÉ URBANO 250 G;;28065
2-1-0-2186;ELO TAPE DE COSTA RICA S.A;Bolsa Transparente 36 x 36 pulg;;11944
2-1-0-2204;ELO TAPE DE COSTA RICA S.A;Bolsa Transparente con fuelle 24 x 48 pulg;;12168
2-1-0-2733;ELO TAPE DE COSTA RICA S.A;Bolsa Trans 29 pulg x 41 pulg (14 pulg fuelle);;12522
2-1-0-2269;ELO TAPE DE COSTA RICA S.A;Bolsa Trans con fuelle 12 x 24 pulg (5 pulg);;12594
2-1-0-2744;ELO TAPE DE COSTA RICA S.A;Bolsa trans 30 cm x 50 cm;;12595
2-1-0-2798;ELO TAPE DE COSTA RICA S.A;Bolsa Trasn 37 pulg x 55 pulg;;14065
2-1-0-4649;ELO TAPE DE COSTA RICA S.A;Bolsa trans 70 cm x 100 cm;;14810
2-1-0-4863;ELO TAPE DE COSTA RICA S.A;Bolsa trans 20 x 41 pulg (14 f.lateral pulg);;15602
2-1-0-5251;ELO TAPE DE COSTA RICA S.A;Bolsa transparente 30 x 40 pulg;;17463
2-1-0-5250;ELO TAPE DE COSTA RICA S.A;Bolsa transparente 24 x 40 pulg;;17464
2-2-0-5367;ELO TAPE DE COSTA RICA S.A;Bolsa Gris traslucida 60 cm x 60 cm;;17975
2-1-0-5368;ELO TAPE DE COSTA RICA S.A;Bolsa Transparente 20 x 30 pulg 2 mls;;17976
2-1-0-5540;ELO TAPE DE COSTA RICA S.A;Bolsa Transparente 15 pulg x 25 pulg;;18770
4-2-0-5611;ELO TAPE DE COSTA RICA S.A;Bolsa negra con zipper 12 X 15  pulg;;19176
2-1-0-7909;ELO TAPE DE COSTA RICA S.A;Bolsa Transparente 110 cm x 65 cm;;28680
2-1-0-7915;ELO TAPE DE COSTA RICA S.A;Bolsa Transparente 65 cm x 110 cm;;28684
2-1-0-6073;EMPACADORA ROELI;BOLSA TRANSPARENTE 27x47CM -PERFORADA;;21255
6-26-0-6818;EMPAQUES AGROINDUSTRIALES SOCIEDAD ANONIMA;Frijol Tiernitico Negro 800g;;24851
6-26-0-6819;EMPAQUES AGROINDUSTRIALES SOCIEDAD ANONIMA;Frijol Tiernitico Rojo 800g;;24852
4-26-0-8028;EMPAQUES AGROINDUSTRIALES SOCIEDAD ANONIMA;PRUEBA Frijol Tiernitico brillante;;29127
6-41-0-4084;EMPAQUES BELEN S.A;Laminado Metalizado 85 micras 990mm (MRME012) MXT;;12226
6-10-0-3765;EMPAQUES BELEN S.A;Belen Crema para CafÃ© 370g;;14170
6-10-0-4816;EMPAQUES BELEN S.A;Crema Belen Sabor Vainilla Francesa 120g;;15507
6-47-0-4934;EMPAQUES BELEN S.A;DIP Chipotle con Sabor a MaracuyÃ¡ 20g;;15894
6-10-0-3766;EMPAQUES BELEN S.A;Belen Crema para CafÃ© 180g;;20224
6-10-0-3824;EMPAQUES BELEN S.A;1820 Crema Para CafÃ© 180g;;24885
6-10-0-3826;EMPAQUES BELEN S.A;1820 Crema Para CafÃ© 370g;;24886
6-12-0-3468;EMPAQUES CHIRIQUI S.A;DOY PACK SUGAR BROWN ZIPPER;;11923
4-1-0-3595;EMPAQUES CHIRIQUI S.A;BOLSA IMP. TASTY CHOICE PAN FAMILIAR GRANDE;;11933
2-1-0-1325;EMPAQUES CHIRIQUI S.A;BOLSA COLECTIVA GRANOS 11+3+3X32 Plg - 2 mils/c;;11942
4-1-0-823;EMPAQUES CHIRIQUI S.A;ARROZ TIO CHILO PRIMERA 5 LBS;;11943
4-1-0-3594;EMPAQUES CHIRIQUI S.A;BOLSA IMP. TASTY CHOICE PAN INTEGRAL GRANDE;;11945
4-1-0-3504;EMPAQUES CHIRIQUI S.A;BOLSA IMP. TASTY CHOICE PAN MANTEQUILLA 580 G;;11946
6-12-0-4025;EMPAQUES CHIRIQUI S.A;BOB. LAM. IMP. CONCENTRADO DE PONCHE DE FRUTAS 454G;;12011
6-12-0-4026;EMPAQUES CHIRIQUI S.A; BOB. LAM. IMP. CONCENTRADO DE TAMARINDO 454G;;12017
4-1-0-47;EMPAQUES CHIRIQUI S.A;ARROZ TIO CHILO PRIMERA 2 LBS;;12101
4-1-0-4073;EMPAQUES CHIRIQUI S.A;SAL CRISTALIN 454 G;;12120
6-27-0-4017;EMPAQUES CHIRIQUI S.A;EXTRA NUTRIENTES POROTO ROJO 454 G;;12128
6-27-0-4072;EMPAQUES CHIRIQUI S.A;EXTRA NUTRIENTE FRIJOL CHIRICANO ROJO 454 G;;12138
2-2-0-302;EMPAQUES CHIRIQUI S.A;BOLSA NEGRA PARA SILOS 27X46 PLG 4.5 MILS;;12250
4-1-0-1499;EMPAQUES CHIRIQUI S.A;BOLSA IMP. VEGETALES MIXTOS STJEPAN FISTONIC OXO;;12251
